Business Name,Address,City,State,ZIP Code,Phone,Website,Email,LinkedIn URL,Facebook URL,Instagram URL,Twitter URL,Rating,Reviews,Category,Price Level,Place ID
Mialika Watkins,"1154 S Bellevue Blvd, Memphis, TN 381063428",Memphis,Tennessee,381063428,(901) 775-0870,https://www.google.com/maps/search/?api=1&query=Mialika%20Watkins&query_place_id=ChIJQZSFJcN91YcRVStUm3f8_sg,,,,,,,1,Dentist,,ChIJQZSFJcN91YcRVStUm3f8_sg
"Dr. Sharikia S. Harris, DDS","360 E E.H.Crump Blvd, Memphis, TN 38126",Memphis,Tennessee,38126,(901) 261-2000,https://www.google.com/maps/search/?api=1&query=Dr.%20Sharikia%20S.%20Harris%2C%20DDS&query_place_id=ChIJiYxIFid81YcRqjT3Jgxt3ZM,,,,,,,2,Dentist,,ChIJiYxIFid81YcRqjT3Jgxt3ZM
Elite Endodontics,"7518 Hwy 70 S suite b, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 669-2780,http://eliteendotn.com/,%20info@eliteendotn.com,,,,,,198,Endodontist,,ChIJV1vDgveJZIgRHhRbdbx5xAM
Mid-State Oral Surgery & Implant Center,"7640 Hwy 70 S Suite 104, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 441-1441,http://www.midstateoralsurgery.com/,,,,,,,524,Oral surgeon,,ChIJH228CMmJZIgRpWR59kdujqg
Dr. Jamie Gross,"7041 Hwy 70 S #106, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 662-7878,https://www.jamiegrossdentistry.com/,,,,,,,1,Dentist,,ChIJNSDiiD6IZIgRTzd9ECR5NJQ
Bellevue Smiles P.C.,"7633 Hwy 70 S, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 646-2655,https://www.google.com/maps/search/?api=1&query=Bellevue%20Smiles%20P.C.&query_place_id=ChIJi4GDWu6IZIgRMrGO1I-Dwzo,,,,,,,13,Dentist,,ChIJi4GDWu6IZIgRMrGO1I-Dwzo
Dr. Edward Perdue Pediatric Dentistry,"8120 Sawyer Brown Rd # 103, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 662-2191,http://healthyteeth4kids.com/,,,,,,,453,Pediatric dentist,,ChIJS_nGTvaIZIgRFGx5_0juQJI
OMS Nashville: Oral Surgery & Dental Implants - Bellevue,"7518 Hwy 70 S Ste C, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 338-9005,https://omsnashville.com/locations/oral-surgeon-bellevue-tn/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,info@omsnashville.com,,,,,,71,Dentist,,ChIJBbCowF2JZIgREq-helenv_o
"Little Harpeth Children's Dentistry: Priya Purohit, DMD, MSD","7640 Hwy 70 S Suite 101, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 840-7375,https://www.littleharpethchildrensdentistry.com/,info@littleharpethchildrensdentistry.com,,,,,,505,Dentist,,ChIJadJVt_GIZIgRdwo7Ef-Gi1o
Dr. Charlyn Wilson,"7520 Enterprise Ave, Germantown, TN 38138",Germantown,Tennessee,38138,(901) 751-1100,https://www.wilsondentalcare.net/,,,,,,,,Dentist,,ChIJFSls8Kmbf4gRtoy7ZfwCHio
Embassy Dental,"7057 Hwy 70 S, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 673-7627,http://embassydental.com/,,,,,,,256,Dentist,,ChIJo4VVgsSIZIgRnCKLwWwQPAE
Warner Parks Family Dental,"165 Belle Forest Cir Ste B, Nashville, TN 37221",Nashville,Tennessee,37221,(629) 290-1097,https://www.warnerparksfamilydental.com/,wpfdcareer@gmail.com,,,,,,143,Dentist,,ChIJayBIVj-IZIgRDhWC8N5FPp0
Poff Dental Associates,"7041 Hwy 70 S #7, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 662-2400,https://www.poffdentalassociates.com/?utm_source=local&utm_medium=organic&utm_campaign=gbp&utm_term=gbp_home,,,,,,,616,Dentist,,ChIJp6P_iD6IZIgRXuf9gscyx3c
Lifetime Dentistry,"8134 Sawyer Brown Rd, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 622-7062,https://www.lifetimedentistrytn.com/,,,,,,,396,Dentist,,ChIJ5dZIJu6IZIgReY3zL7w9Wc4
West Nashville Dental,"129 Belle Forest Cir, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 646-2453,http://www.westnashdental.com/,westnashvilledental@gmail.com,,,,,,116,Dentist,,ChIJRbNIeC-JZIgRpszs1isl0xQ
615 Smile Design Studio,"131 Belle Forest Cir # 110, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 662-0255,https://www.615smiledesign.com/?utm_source=GMBlisting&utm_medium=organic,,,,,,,344,Dentist,,ChIJawf7wUCIZIgRfZjbfDEroDE
Dillard Dental Services,"121 Belle Forest Cir Suite 2, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 646-9992,https://dillarddentalservices.com/,,,,,,,569,Dentist,,ChIJqWqE3UCIZIgR93vyx7qYzo8
دكتور مهند عبدالجبار كاظم,,,,,+964 750 129 0300,https://www.google.com/maps/search/?api=1&query=%D8%AF%D9%83%D8%AA%D9%88%D8%B1%20%D9%85%D9%87%D9%86%D8%AF%20%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AC%D8%A8%D8%A7%D8%B1%20%D9%83%D8%A7%D8%B8%D9%85&query_place_id=ChIJkwxv_rAjv20RKcfIK0DJwng,,,,,,,,Dentist,,ChIJkwxv_rAjv20RKcfIK0DJwng
jake bateman dds,,,,,(615) 338-8440,https://www.drdenniswells.com/meet-dr-bateman/,resume@drdenniswells.com,,,,,,,Cosmetic dentist,,ChIJUVOYKwO8QEkRiNBPXpD5ZRs
Bellevue Dental Care,"7041 Hwy 70 S #106, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 662-7878,https://www.jamiegrossdentistry.com/,,,,,,,190,Dentist,,ChIJL9_Qjj6IZIgR7rBhpF31eIE
Premier Dental Center,"80 Exeter Rd, Jackson, TN 38305, United States",Jackson,Tennessee,38305,+1 731-300-3000,https://premdent.com/p/Premier-Dental-Center-Jackson-Office-p44461.asp,pdcjackson@securedds.com,,,,,,1558,Dentist,,ChIJ9cXtu44dfIgRnIJFNGaxPbs
Cover Kids,"310 Great Circle Rd, Nashville, TN 37228",Nashville,Tennessee,37228,(866) 620-8864,https://www.tn.gov/coverkids.html,TN.Agriculture@tn.gov,,,,,,7,Non-profit organization,,ChIJ--xNNhNnZIgR6Gkl_zupst4
Emergency Dentists Now Nashville,"15576 Old Hickory Blvd ste 1, Nashville, TN 37211",Nashville,Tennessee,37211,(615) 279-6911,https://emergencydentistsnow.com/directory-dentists/listing/emergency-dental-nashville/,,,,,,,2,Emergency dental service,,ChIJaWjcvxd7ZIgRP5MatfAQwds
Metro clinic,"1314 N 5th St, Nashville, TN 37207",Nashville,Tennessee,37207,,https://www.google.com/maps/search/?api=1&query=Metro%20clinic&query_place_id=ChIJX-ufbQBnZIgREzgBT3vr0GM,,,,,,,,Dental clinic,,ChIJX-ufbQBnZIgREzgBT3vr0GM
Dr. James Fleming,"2125 Blakemore Ave, Nashville, TN 37212",Nashville,Tennessee,37212,(615) 383-3690,https://dentistryofnashville.com/about-us/meet-the-team/,lori@dentistryofnashville.com,,,,,,1,Dentist,,ChIJq6qmwKFmZIgRzUxA6Q0pss0
Serenity Dental,"1030 W Main St, Lebanon, TN 37087",Lebanon,Tennessee,37087,(615) 444-3932,http://www.drlarkins.com/,,,,,,,251,Dentist,,ChIJByhjTOchZIgRPTptwXzJJYE
Daily Dental Belle Meade,"105 Heady Dr, Nashville, TN 37205",Nashville,Tennessee,37205,(615) 352-6684,https://www.daily.dental/,max@daily.dental,,,,,,76,Dentist,,ChIJwV6crxxjZIgRLn_uQAhduXo
Pristine Smiles,"240 S Peters Rd #101, Knoxville, TN 37923",Knoxville,Tennessee,37923,(865) 375-8820,https://pristinesmilestn.com/,info@pristinesmiles.wpengine.com,,,,,,223,Dental clinic,,ChIJ2Xyrrk4lXIgRqPVZcWyz9Ic
Presley O W DDS,"2108 Meharry Blvd, Nashville, TN 37208",Nashville,Tennessee,37208,(615) 327-2681,https://www.google.com/maps/search/?api=1&query=Presley%20O%20W%20DDS&query_place_id=ChIJC9Ei5tpmZIgRB93Kuvf_psE,,,,,,,,Dentist,,ChIJC9Ei5tpmZIgRB93Kuvf_psE
386 Dental Studio of Gallatin,"120 Goodview Way Ste B, Gallatin, TN 37066",Gallatin,Tennessee,37066,(615) 675-0555,https://dentistingallatin.com/?utm_source=businessprofiles&utm_medium=organic&utm_campaign=offsiteSEO,office@386dentalstudio.com,,,,,,498,Dentist,,ChIJ441v1js5ZIgRM0j6h50Lu7U
Dr. Mark Whitlock,"8176 Old Dexter Rd #106, Cordova, TN 38016",Cordova,Tennessee,38016,(901) 410-3090,https://www.google.com/maps/search/?api=1&query=Dr.%20Mark%20Whitlock&query_place_id=ChIJYwORZcudf4gRF7pfCyOw8Mo,,,,,,,2,Dentist,,ChIJYwORZcudf4gRF7pfCyOw8Mo
Sebelius Carl DDS,"875 Union Ave, Memphis, TN 38103",Memphis,Tennessee,38103,(901) 448-6222,https://www.google.com/maps/search/?api=1&query=Sebelius%20Carl%20DDS&query_place_id=ChIJyczErmR-1YcRn-S4UQULzFY,,,,,,,1,Dentist,,ChIJyczErmR-1YcRn-S4UQULzFY
Jonquil Family Dentistry,,,,,(615) 834-6363,http://www.jonquildental.com/,kwhite@jonquildental.com,,,,,,,Dentist,,ChIJDeJRr6Qo4mMRxVI7QzTIM8w
"Tennessee Family Dental Care- Bellevue, P.C.","917 Harpeth Valley Pl, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 560-7379,https://www.tennesseefamilydentalcare.com/,,,,,,,335,Dentist,,ChIJPQs19uWIZIgRE2yqBC5276I
Harpeth Dental Care,"7839 Old Harding Pike, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 673-6700,http://harpethdentalcare.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,,,,,,,651,Dentist,,ChIJx3alCg-FZIgRbrY9iEvit_8
"Jennifer Zhang, DDS","Bedford Place, 3824 Bedford Ave, Nashville, TN 37215",Nashville,Tennessee,37215,(615) 499-5608,http://www.greenhillsdentist.net/,info@greenhillsdentist.net,,,,,,1,Dentist,,ChIJudI-3HVkZIgR9Mzl5LGJ21M
Dentists of Bellevue,"8131 Sawyer Brown Rd Ste 501, Nashville, TN 37221",Nashville,Tennessee,37221,(615) 933-1981,https://www.dentistsofbellevue.com/?sc_cid=GBP%3AO%3AGP%3A853%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_OTAyOTA2OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,,,,,,167,Dentist,,ChIJ7yu2MPaIZIgRkkZ2uu3lL-k
Jackson Benita S DDS,"617 Woodland St, Nashville, TN 37206",Nashville,Tennessee,37206,(615) 256-2321,https://www.google.com/maps/search/?api=1&query=Jackson%20Benita%20S%20DDS&query_place_id=ChIJLSHugTVmZIgRmN_SB9_TeFc,,,,,,,24,Dentist,,ChIJLSHugTVmZIgRmN_SB9_TeFc
SOMOSS,,,,,(615) 788-0619,https://www.google.com/maps/search/?api=1&query=SOMOSS&query_place_id=ChIJEYnXuahmxQARKfAeEkHengU,,,,,,,,Oral surgeon,,ChIJEYnXuahmxQARKfAeEkHengU
Dr Dentures Dental Lab,,,,,(888) 553-7336,https://www.google.com/maps/search/?api=1&query=Dr%20Dentures%20Dental%20Lab&query_place_id=ChIJVxh_-FyVbYURmnU9LOUDsro,,,,,,,,Dental supply store,,ChIJVxh_-FyVbYURmnU9LOUDsro
"Dr. Walter R. Owens III, DDS","617 Woodland St, Nashville, TN 37206",Nashville,Tennessee,37206,(615) 256-2321,https://www.google.com/maps/search/?api=1&query=Dr.%20Walter%20R.%20Owens%20III%2C%20DDS&query_place_id=ChIJLSHugTVmZIgRXjpUD8rIXRU,,,,,,,3,Dentist,,ChIJLSHugTVmZIgRXjpUD8rIXRU
901 Dental,"9775 US-64 #101, Arlington, TN 38002",Arlington,Tennessee,38002,(901) 810-0414,https://www.901dental.com/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,info@901dental.com,,,,,,1407,Dentist,,ChIJ9-wbvNKff4gRWk3wcors0nE
Cumberland Pediatric Dentistry & Orthodontics of Smyrna,"1540 Rock Springs Rd, Smyrna, TN 37167, United States",Smyrna,Tennessee,37167,+1 615-220-6161,https://cpdosmyrna.com/?utm_source=ExtNet&utm_medium=organic&utm_campaign=Yext,,,,,,,1052,Pediatric dentist,,ChIJO4XfaTgMZIgRJC4vifxeHh8
"Stanley R. Waddell, DDS","1900 Kirby Pkwy # 200, Germantown, TN 38138",Germantown,Tennessee,38138,(901) 756-8855,http://www.drwaddell.com/,srwaddell@drwaddell.com,,,,,,42,Dentist,,ChIJKT50Vzqbf4gR__vd0xI4lxA
"John C. Ford, DDS","7938 Wolf River Blvd, Germantown, TN 38138",Germantown,Tennessee,38138,(901) 754-3117,https://gremantownadvanceddentistry.com/,,,,,,,1,Dentist,,ChIJwYu2Anmbf4gRvVtKjOmSzuc
"Dr. Nishel Patel, DDS","7520 Enterprise Ave, Germantown, TN 38138",Germantown,Tennessee,38138,(901) 751-1100,http://www.wilsondentalcare.net/,,,,,,,4,Dentist,,ChIJbaW13DWBf4gR4Rf3GFjSd1k
Weston Family and Cosmetic Dentistry,"7500 Enterprise Ave, Germantown, TN 38138",Germantown,Tennessee,38138,(901) 754-3562,https://www.neilwestondds.com/?y_source=1_OTIzNjM4My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,info@neilwestondds.com,,,,,,559,Dentist,,ChIJc82P4qmbf4gRiS7qtkQwxxM
Smiles from the Hart Orthodontics,"1849 Memorial Blvd, Murfreesboro, TN 37129",Murfreesboro,Tennessee,37129,(615) 890-7246,https://www.smilesfromthehart.com/,,,,,,,97,Orthodontist,,ChIJ97l_s5oHZIgROCxnohZ2oYk
Bellano Dental Health - Germantown,"2002 Exeter Rd, Germantown, TN 38138",Germantown,Tennessee,38138,(901) 509-2823,https://bellanodental.com/germantown,,,,,,,764,Dentist,,ChIJuZH8O2ybf4gRU4qxZalW7BU
Tennessee Valley Dental Care,"203 Castlewood Dr STE A, Murfreesboro, TN 37129",Murfreesboro,Tennessee,37129,(615) 898-1410,http://www.mytvdc.com/,frantzdentalcare@gmail.com,,,,,,42,Dentist,,ChIJVVcrmKMHZIgRevftKEAINh4
"Dr. Lester R. Graves III, DDS","7503 Queens Ct STE 3, Germantown, TN 38138",Germantown,Tennessee,38138,(901) 754-9248,http://www.gravesfamilydentistry.com/,,,,,,,3,Dentist,,ChIJZ9_e06mbf4gRnKk8blSoCME
Dr. Shaun Bivens,"660 S Mt Juliet Rd #220, Mt. Juliet, TN 37122",Mt. Juliet,Tennessee,37122,(615) 773-8882,https://bivensdentistry.com/dr-bivens/,,,,,,,,Dentist,,ChIJVVWVGDcUZIgRvw7XXCt2kLo
Starbody Dental,"122 Heritage Park Dr Suite 300, Murfreesboro, TN 37129",Murfreesboro,Tennessee,37129,(615) 896-1330,https://www.starbodydental.com/,,,,,,,460,Dentist,,ChIJC_lg8ZoHZIgRJynosr9onrY
"Dr. Michael Smith, DDS","3106 Professional Plaza Dr, Germantown, TN 38138",Germantown,Tennessee,38138,(901) 309-6821,http://www.greatsouthernsmiles.com/,,,,,,,15,Dentist,,ChIJGWdIrL-Zf4gRGfzg0nU7-a0
Dr Tara Ericson - Bearden Family Dentistry,"6311 Kingston Pike Suite 27W, Knoxville, TN 37919",Knoxville,Tennessee,37919,(865) 588-7862,https://www.beardenfamilydentistry.com/,Office@beardenfamilydentistry.com,,,,,,58,Dentist,,ChIJnR3U1VEjXIgRuaiii1uuNus
"Memphis Health Center, Inc.","360 E E.H.Crump Blvd, Memphis, TN 38126",Memphis,Tennessee,38126,(901) 261-2000,http://memphishealthcenter.org/,,,,,,,265,Medical clinic,,ChIJiYxIFid81YcRdY4YCgdBBdk
"Jamie Lee,DDS-Barfield Crescent Dental","220 Veterans Pkwy N, Murfreesboro, TN 37128",Murfreesboro,Tennessee,37128,(615) 867-1060,http://www.barfieldcrescentdental.com/,info@jamieleedds.com,,,,,,3,Dentist,,ChIJL7KWbO75Y4gRRjB1G2zEBLg
Digmon Family Dentistry,"2845 N Houston Levee Rd, Cordova, TN 38016",Cordova,Tennessee,38016,(901) 266-0555,http://www.digmonfamilydentistry.com/,,,,,,,27,Dentist,,ChIJZb38Es6ff4gRf3cUi3yrlrc
Wilson & Patel Dental Care,"7520 Enterprise Ave, Germantown, TN 38138",Germantown,Tennessee,38138,(901) 751-1100,http://www.wilsondentalcare.net/,,,,,,,404,Dentist,,ChIJ1WoN8Kmbf4gRuNM2AXHFUNc
"Carolyn Y. Lightford, MD","131 French Landing Dr, Nashville, TN 37228",Nashville,Tennessee,37228,(615) 254-9981,https://metrocenterhealth.com/,administration@nashvilleha.org,,,,,,12,Family practice physician,,ChIJbb95KRdnZIgRLlProQG1w1A
Arlington Dental - Cordova,"8176 Old Dexter Rd #106, Cordova, TN 38016",Cordova,Tennessee,38016,(901) 445-8144,https://myarlingtondental.com/,,,,,,,725,Dentist,,ChIJNUQQt9Gdf4gRtUl48NxZOZk
"JOY MCKEE, DDS, MS","614 E Clark Blvd #620, Murfreesboro, TN 37130",Murfreesboro,Tennessee,37130,(615) 890-0885,http://www.wildaboutsmiles4kids.com/,,,,,,,1,Dentist,,ChIJGYK4BoD4Y4gRNzJgvAApJx0
BiTE Dentistry,"3212 West End Ave Ste 301, Nashville, TN 37203",Nashville,Tennessee,37203,(615) 297-7440,https://bitedds.com/,,,,,,,365,Dentist,,ChIJtz5iDKxmZIgRmjuHEjn98hc
American Family Dentistry Cordova,"8095 Macon Rd Ste 109, Cordova, TN 38018",Cordova,Tennessee,38018,(901) 754-4383,http://afdcordova.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,,,,,,,330,Dentist,,ChIJ9ahi8iacf4gRLn8clekgpI4
Bivens Dentistry,"660 S Mt Juliet Rd ste 200, Mt. Juliet, TN 37122",Mt. Juliet,Tennessee,37122,(615) 773-8882,http://www.bivensdentistry.com/,,,,,,,297,Cosmetic dentist,,ChIJ80LRkM8VZIgRnABwxuWlKnw
"Harry M. Suekert, DDS - Chattanooga Dental Center","3500 Ringgold Rd, Chattanooga, TN 37412",Chattanooga,Tennessee,37412,(423) 698-8651,http://www.chattanoogadentalcenter.com/,,,,,,,143,Dentist,,ChIJnx-Mfm9nYIgRkgb6BG_JrNQ
Elite Smiles PLLC,"303 S Concord St, Knoxville, TN 37919",Knoxville,Tennessee,37919,(865) 637-5708,https://www.elitesmilestn.com/,,,,,,,23,Dentist,,ChIJLW3Q2xs9XIgR-dgthyEwtZw
Nunn Family Dentistry,"4525 Harding Pike STE 100, Nashville, TN 37205",Nashville,Tennessee,37205,(615) 385-0065,http://nunnfamilydental.com/,,,,,,,134,Dental clinic,,ChIJOWX5tsRjZIgRFZzWUr5cKi8
Fisher Dental,"3411 Memorial Blvd A2, Murfreesboro, TN 37129",Murfreesboro,Tennessee,37129,(615) 640-4344,https://www.fisherdentaltn.com/,,,,,,,777,Dentist,,ChIJMcdhoFEGZIgRKY9J45HrhYA
"Alan M. Stevens, D.D.S.","480 Suncrest Dr, Gray, TN 37615",Gray,Tennessee,37615,(423) 477-2211,https://www.google.com/maps/search/?api=1&query=Alan%20M.%20Stevens%2C%20D.D.S.&query_place_id=ChIJc6kOLCaKWogRixbFjgPsNbk,,,,,,,18,Dentist,,ChIJc6kOLCaKWogRixbFjgPsNbk
Elite Dental Care,"9064 Corporate Gardens Dr, Germantown, TN 38138",Germantown,Tennessee,38138,(901) 751-3776,https://www.germantown.elitedentalcare.com/,support@mystaffingpro.com,,,,,,569,Dentist,,ChIJX1K_bJSZf4gR8u93W8VWu5Y
Sophisticated Smiles,"189 Corporate Drive Ste 20, Johnson City, Tennessee 37604",,,,(423) 928-8359,"https://www.google.com/maps/place/Sophisticated Smiles/@36.339146,-82.398871,14z/data=!3m1!4b1!4m9!3m8!5m2!4m1!1i2!8m2!3d36.339146!4d-82.398871!16snull!17Bnull",,,,,,,254,Cosmetic dentist,,
Dewayne Jones DDS,"301 Quecreek Cir, Smyrna, TN 37167, United States",Smyrna,Tennessee,37167,+1 615-355-1033,http://www.drdewaynejones.com/,,,,,,,134,Dentist,,ChIJvcq6iLQNZIgRn9w0wgH72WE
"David Wickness, DMD- Nashville Cosmetic Dentist","105 Kenner Ave, Nashville, TN 37205",Nashville,Tennessee,37205,(615) 560-8830,https://www.davidwicknessdmd.com/?utm_campaign=gmb,,,,,,,702,Cosmetic dentist,,ChIJ4RPf1tvQDIgRwg5z7bnf17Y
Patrick W. Kutas DDS,"7512 Corporate Center Dr, Germantown, TN 38138",Germantown,Tennessee,38138,(901) 754-2273,http://drkutas.com/about.php,hello@drkutas.com,,,,,,319,Dentist,,ChIJn3G23Kmbf4gRlf4hUCkGuNs
Shallowford Family Dental Group,"6101 Shallowford Rd # 103, Chattanooga, TN 37421",Chattanooga,Tennessee,37421,(423) 892-4477,https://www.shallowfordfamilydental.com/,,,,,,,1029,Dentist,,ChIJTXImfudjYIgRYf97jPQv9DQ
Spring Hill Smiles - Larrabee Family Dentistry and Orthodontics,"4873 Port Royal Rd, Spring Hill, TN 37174",Spring Hill,Tennessee,37174,(931) 486-3232,http://www.springhillsmiles.com/,smile@springhillsmiles.com,,,,,,1495,Dentist,,ChIJjzpzpIiCY4gRCpXy4MOXuLI
Neighborhood Health at Cleveland Park,"1223 Dickerson Pike, Nashville, TN 37207",Nashville,Tennessee,37207,(615) 227-3000,http://www.neighborhoodhealthtn.org/,bhaile@neighborhoodhealthtn.org,,,,,,38,Dental clinic,,ChIJE0BwTqNnZIgRNMPjtsDXm7w
Spring Creek Pediatric Dentistry,"2698 Townsend Ct Suite A, Clarksville, TN 37043",Clarksville,Tennessee,37043,(931) 648-9930,https://springcreekpediatricdentistry.com/,hello@springcreekpd.com,,,,,,2493,Pediatric dentist,,ChIJkTmFFa_fZIgRPwg8j2BzARg
William Fitzgerald DDS,"819 S Church St, Murfreesboro, TN 37130",Murfreesboro,Tennessee,37130,(615) 896-7582,https://www.fitzgeralddentistry.com/,doctorfitz819@gmail.com,,,,,,107,Dentist,,ChIJuxe7zkP4Y4gRFcBZLGiPO-s
"Cordova Oral, Facial and Implant Surgery, PLLC","915 Willow Tree Cir, Cordova, TN 38018",Cordova,Tennessee,38018,(901) 755-6724,https://www.cordovaoralsurgery.com/,,,,,,,166,Oral surgeon,,ChIJUzyGq2qcf4gR4v113D8t2Yw
Digmon Lucy H DDS,"2845 N Houston Levee Rd # 101, Cordova, TN 38016",Cordova,Tennessee,38016,(901) 266-0555,http://www.digmonfamilydentistry.com/,,,,,,,11,Dentist,,ChIJNzol4s2ff4gReLiHyScyTic
Universal Dental,"2076 Lascassas Pike, Murfreesboro, TN 37130",Murfreesboro,Tennessee,37130,(615) 295-8564,http://universaldentaltn.com/,,,,,,,141,Dentist,,ChIJ-f3g2EIHZIgRQHXjzuGXnys
Latimer Harvey DDS,"6522 Hwy 41 A, Pleasant View, TN 37146",Pleasant View,Tennessee,37146,,https://www.google.com/maps/search/?api=1&query=Latimer%20Harvey%20DDS&query_place_id=ChIJ29KGDXjwZIgRy-eBNhCK4KY,,,,,,,,Dentist,,ChIJ29KGDXjwZIgRy-eBNhCK4KY
"M. Keith Ellis, D.D.S.","2674 Peoples St, Johnson City, TN 37604",Johnson City,Tennessee,37604,(423) 434-1370,https://www.google.com/maps/search/?api=1&query=M.%20Keith%20Ellis%2C%20D.D.S.&query_place_id=ChIJ2bbi6jBjWogRGDMRSP51_8M,,,,,,,5,Dentist,,ChIJ2bbi6jBjWogRGDMRSP51_8M
Knox Anne B DDS,"7146 Nolensville Rd #103, Nolensville, TN 37135",Nolensville,Tennessee,37135,(615) 776-2565,https://www.google.com/maps/search/?api=1&query=Knox%20Anne%20B%20DDS&query_place_id=ChIJU6K17UZxZIgRKl-BaiY1pbA,,,,,,,,Dentist,,ChIJU6K17UZxZIgRKl-BaiY1pbA
Dr. Jonathan Lucas,"7146 Nolensville Rd Suite 101, Nolensville, TN 37135",Nolensville,Tennessee,37135,(615) 776-3442,https://www.google.com/maps/search/?api=1&query=Dr.%20Jonathan%20Lucas&query_place_id=ChIJ___v7EZxZIgR0QaWf7zrx_0,,,,,,,,Dentist,,ChIJ___v7EZxZIgR0QaWf7zrx_0
Wingo Family Dentistry,"3353B Union Hill Rd, Joelton, TN 37080",Joelton,Tennessee,37080,(615) 876-2325,http://www.wingofamilydentistry.com/,,,,,,,18,Dentist,,ChIJPb5nOihZZIgR1fC86dyQYh4
Dr. Nathaniel Wells,"508 Princeton Rd STE 204, Johnson City, TN 37601",Johnson City,Tennessee,37601,(423) 915-1072,https://aomstri.com/doctors/meet-dr-nathaniel-wells-dmd-pc,,,,,,,,Dentist,,ChIJ18xMuEJ9WogR2MynTM6ncrs
Stevens Alan M DDS,"Gray, TN 37615",Gray,Tennessee,37615,(423) 477-8915,https://www.google.com/maps/search/?api=1&query=Stevens%20Alan%20M%20DDS&query_place_id=ChIJEYNf6tWLWogRetGYOZR2dF0,,,,,,,1,Dentist,,ChIJEYNf6tWLWogRetGYOZR2dF0
Dental Care at Stones River,"206 N Thompson Ln A, Murfreesboro, TN 37129",Murfreesboro,Tennessee,37129,(615) 583-4100,https://dentalcareatsr.com/,info@dentalcareatsr.com,,,,,,31,Dental clinic,,ChIJI9wVmYn3Y4gRu4fcsTWBMm4
Gaither Perio and Dental Implants,"301 Uptown Square, Murfreesboro, TN 37129",Murfreesboro,Tennessee,37129,(615) 640-1293,https://www.gaitherperio.com/?utm_source=google&utm_medium=local&utm_campaign=gmb,,,,,,,226,Dental implants periodontist,,ChIJy4Pzj5sHZIgR-MU-Vm9tHks
Hulse Dental Practice PC,"7424 S Northshore Dr, Knoxville, TN 37919",Knoxville,Tennessee,37919,(865) 804-2465,https://www.google.com/maps/search/?api=1&query=Hulse%20Dental%20Practice%20PC&query_place_id=ChIJgSHVWoIkXIgRq2hJBlQPJrM,,,,,,,1,Dentist,,ChIJgSHVWoIkXIgRq2hJBlQPJrM
Professional Smile Aesthetics,"3100 Professional Plaza Dr, Germantown, TN 38138",Germantown,Tennessee,38138,(901) 295-2995,https://www.professionalsmileaesthetics.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing,,,,,,,41,Dentist,,ChIJe367oc-af4gRQzbIKKKi2Y0
Dr. Kasey Sliger,"6001 Walden Dr #1, Knoxville, TN 37919",Knoxville,Tennessee,37919,(865) 588-1294,https://cosmeticdentistryofknoxville.com/,,,,,,,1,Dentist,,ChIJhYAFyEgjXIgR4xLbJh7xKUk
Belle Meade Endodontics,"5115 Harding Pike Suite 202, Nashville, TN 37205",Nashville,Tennessee,37205,(629) 216-3531,http://www.bellemeadeendodontics.com/,,,,,,,171,Endodontist,,ChIJowCJoyxjZIgR2f9XHiSspP8
Bearden Family Dentistry,"6311 Kingston Pike #27w, Knoxville, TN 37919",Knoxville,Tennessee,37919,(865) 588-7862,http://beardenfamilydentistry.com/,Office@beardenfamilydentistry.com,,,,,,21,Dentist,,ChIJFR02kpEjXIgRVQOnrwDo5Qg
Dr. Rachel Hymes,"2151 Century Ln, Johnson City, TN 37604",Johnson City,Tennessee,37604,(423) 926-2500,https://www.google.com/maps/search/?api=1&query=Dr.%20Rachel%20Hymes&query_place_id=ChIJl1nuXjNjWogRaRdHrx4xLQk,,,,,,,,Dentist,,ChIJl1nuXjNjWogRaRdHrx4xLQk
