Business Name,Address,Phone,Website,Email,Facebook URL,Email Source,Rating,Reviews,Category,Address ZIP,Source ZIP,Neighborhood,Search Query
SUPERCUTS,"12368 Warwick Blvd a113, Newport News, VA 23606",(757) 595-4129,https://www.supercuts.com/locations/nearme/haircut/va/newport-news/12368-warwick-blvd-ste-a113/82916,marketing@hrahllc.com,https://www.facebook.com/SupercutsShoppesAtCnuVillage/,Facebook,,220,Beauty salon,23606,23601,"Newport News, VA",salons 23601
Chic Thairapy,"603 J Clyde Morris Blvd #5, Newport News, VA 23601",(757) 817-0976,http://chicthairapy.setmore.com/,jmorton155@gmail.com,https://www.facebook.com/ChicThairapy/,Facebook,,62,Beauty salon,23601,23601,"Newport News, VA",salons 23601
Moxie Nail Bar,"12233 Jefferson Ave, Newport News, VA 23602",(757) 527-3646,https://www.google.com/maps/search/?api=1&query=Moxie%20Nail%20Bar&query_place_id=ChIJ_xIX7DF5sIkRPHQRMxTJLMA,moxienailbar@gmail.com,https://www.facebook.com/MoxieNailBar/,Facebook,,198,Nail salon,23602,23602,"Newport News, VA",salons 23602
Narin Studio Threading Services,"Sola Salon, 12551 Jefferson Ave #109, Newport News, VA 23602",(757) 239-8091,https://usabe.xyz/business/narin-studio-threading-services-NydNvBAI,,,Not Found,,97,Beauty salon,23602,23602,"Newport News, VA",salons 23602
Studio 21 by Ivy,"12551 Jefferson Ave Suite 1, Newport News, VA 23602",(757) 356-2624,https://www.styleseat.com/m/v/styledbyi,,https://www.facebook.com/photo.php?fbid=399494693851455&id=323525988114993&set=a.331193047348287,Not Found,,9,Beauty salon,23602,23602,"Newport News, VA",salons 23602
Shelly Beauty Salon,"Sherwood Shopping Center, 13771 Warwick Blvd Suite 41, Newport News, VA 23602",(757) 833-6902,https://usmapzy.xyz/business/shelly-beauty-salon-D1UBCXKo,,https://www.facebook.com/groups/211705060976576/posts/1197283619085377/,Not Found,,4,Beauty salon,23602,23602,"Newport News, VA",salons 23602
Red-Head Stepchild Salon,"14403 Old Courthouse Way, Newport News, VA 23608",(757) 358-3404,https://www.google.com/maps/search/?api=1&query=Red-Head%20Stepchild%20Salon&query_place_id=ChIJzUpJlK5-sIkRYEgBxI7VS0E,,,Not Found,,1,Beauty salon,23608,23602,"Newport News, VA",salons 23602
Patricia's Hair Salon,"Fairway Plaza Shopping Center, 1405 Kiln Creek Pkwy D, Newport News, VA 23602",(757) 969-1773,https://www.google.com/maps/search/?api=1&query=Patricia's%20Hair%20Salon&query_place_id=ChIJ1VAZlTN_sIkR7tUazKOTWZg,,https://www.facebook.com/patricia.hs.3/,Not Found,,,Beauty salon,23602,23602,"Newport News, VA",salons 23602
Tru Cuts,"12777 Jefferson Ave, Newport News, VA 23602",(757) 874-3332,https://www.google.com/maps/search/?api=1&query=Tru%20Cuts&query_place_id=ChIJp2fV5sN-sIkR0eScXkn4tQg,,https://m.facebook.com/profile.php?id=125217417532557,Not Found,,178,Beauty salon,23602,23602,"Newport News, VA",salons 23602
828 Beauty Lounge,"7151 Richmond Rd #302, Williamsburg, VA 23188",(757) 912-1229,http://828beautylounge.com/,,https://www.facebook.com/p/828-Beauty-Lounge-100028847996378/,Not Found,,22,Hair salon,23188,23188,"Williamsburg, VA",hair salons 23188
JCPenney Salon,"2071 Coliseum Dr, Hampton, VA 23666, United States",+1 757-896-1924,https://www.jcpenney.com/locations/va/hampton/salon-hampton-va-2935.html,,https://www.facebook.com/p/JCPenney-Salon-Hampton-100057458648916/,Not Found,,31,Beauty salon,23666,23661,"Hampton, VA",salons 23661
S.A.G.E Beauty Lounge,"15425 Warwick Blvd E, Newport News, VA 23608",(757) 435-6454,http://www.sagebeautylounge.com/,filler@godaddy.com,https://www.facebook.com/102375821366631,Facebook,,73,Beauty salon,23608,23602,"Newport News, VA",salons 23602
Scottie's Custom Cuts & Beauty,"1593 Briarfield Rd, Hampton, VA 23666, United States",+1 757-838-8777,https://www.google.com/maps/search/?api=1&query=Scottie's%20Custom%20Cuts%20%26%20Beauty&query_place_id=ChIJNf7obdScuokRmuo4WzY-350,,,Not Found,,39,Beauty salon,23666,23661,"Hampton, VA",salons 23661
Tiny Textures Natural Hair Salon & Spa For Kids- Williamsburg,"218 Monticello Ave Suite B, Williamsburg, VA 23185",(757) 808-7222,https://www.tinytexturessalon.com/williamsburg,williamsburg.salon@tinytexturessalon.com,https://www.facebook.com/TinyTextures/,Facebook,,40,Hair salon,23185,23185,"Williamsburg, VA",hair salons 23185
Uniquely You Hair Weaving,"2805 W Mercury Blvd, Hampton, VA 23666, United States",+1 757-826-5680,https://www.google.com/maps/search/?api=1&query=Uniquely%20You%20Hair%20Weaving&query_place_id=ChIJKZX019mCuokRWJapVTUxjCE,,https://m.facebook.com/profile.php?id=150725621610344,Not Found,,16,Beauty salon,23666,23661,"Hampton, VA",salons 23661
Moss and Mane,"12551 Jefferson Ave Unit 109 Suite 24, Newport News, VA 23602",,http://niclynnhair.glossgenius.com/,,https://www.facebook.com/profile.php?id=100089578585988,Not Found,,26,Hair salon,23602,23602,"Newport News, VA",salons 23602
Sundays Sun Spa & Wellness,"621 Stoney Creek Ln, Newport News, VA 23608",(757) 340-4500,https://www.sundaysbluebox.com/,,https://www.facebook.com/virginiabeachtanning,Not Found,,68,Beauty salon,23608,23602,"Newport News, VA",salons 23602
Stylin' International,"1148 Big Bethel Rd, Hampton, VA 23666, United States",+1 757-827-5179,https://mapsyo.xyz/business/stylin-international-g41InRiU,,,Not Found,,11,Beauty salon,23666,23661,"Hampton, VA",salons 23661
Good Times Nails & Spa,"1932 N Armistead Ave, Hampton, VA 23666, United States",+1 757-833-4088,https://www.google.com/maps/search/?api=1&query=Good%20Times%20Nails%20%26%20Spa&query_place_id=ChIJsTIJq_6DuokRp0FfkGY3wGI,,https://www.facebook.com/p/Good-Times-Nails-Spa-100077290519610/,Not Found,,119,Nail salon,23666,23661,"Hampton, VA",salons 23661
"Just Us Elite LLC - ""Beauty Inside and Out""","13641 Warwick Blvd suite c, Newport News, VA 23602",(757) 636-0398,https://just-us-elite-llc.ueniweb.com/,,https://www.facebook.com/share.php,Not Found,,4,Beauty salon,23602,23602,"Newport News, VA",salons 23602
Sundays Sun Spa & Wellness,"310 Ed Wright Ln A, Newport News, VA 23606",(757) 340-4500,https://www.sundaysbluebox.com/,,https://www.facebook.com/virginiabeachtanning,Not Found,,140,Beauty salon,23606,23601,"Newport News, VA",salons 23601
One Nails,"3833 Kecoughtan Rd, Hampton, VA 23669, United States",+1 757-723-4500,https://www.google.com/maps/search/?api=1&query=One%20Nails&query_place_id=ChIJEQRnwFGbuokRjBa1vu5-uZU,,https://www.facebook.com/groups/2135228316526406/posts/6383958078320054/,Not Found,,81,Nail salon,23669,23661,"Hampton, VA",salons 23661
PN Nails,"2515 W Mercury Blvd, Hampton, VA 23666, United States",+1 757-838-4001,https://www.google.com/maps/search/?api=1&query=PN%20Nails&query_place_id=ChIJuS6UcCeDuokRzvkzarHRpZQ,,https://www.facebook.com/p/PN-Nails-Hampton-100093149075993/,Not Found,,176,Nail salon,23666,23661,"Hampton, VA",salons 23661
Anthony Vince Nail Spa,"1441 Merchant Ln, Hampton, VA 23666, United States",+1 757-827-2836,https://www.anthonyvincenailspa.com/,customerservice@anthonyvincenailspa.com,https://www.facebook.com/anthonyvincenailspaofficial/,Facebook,,711,Nail salon,23666,23661,"Hampton, VA",salons 23661
Relax Spa & Nails,"46 W Mercury Blvd, Hampton, VA 23669, United States",+1 757-872-3608,https://relaxspanailshampton.com/,ngaphandinh4@yahoo.com,,Google Maps,,183,Nail salon,23669,23661,"Hampton, VA",salons 23661
The Beauty Bar by Chelly Jae,"10 W Queens Ct, Hampton, VA 23669, United States",,http://thebeautybarhu.com/,,https://www.facebook.com/HamptonVA/posts/-august-is-black-business-month-and-were-shining-a-special-spotlight-on-self-car/1195998675901152/,Not Found,,24,Beauty salon,23669,23661,"Hampton, VA",salons 23661
Mad Skillz Salon and Suites,"2214 Executive Dr suite a, Hampton, VA 23666, United States",+1 757-753-8976,https://www.google.com/maps/search/?api=1&query=Mad%20Skillz%20Salon%20and%20Suites&query_place_id=ChIJeW1L0b6DuokRQGLzhFaPOtA,madskillzsalonandsuites@gmail.com,https://www.facebook.com/p/Mad-Skillz-Salon-and-Suites-100086202281896/,Facebook,,19,Health and beauty shop,23666,23661,"Hampton, VA",salons 23661
Style by Design Salon,"4548 John Tyler Hwy Unit A-7, Williamsburg, VA 23185",(757) 585-2302,http://www.stylebydesignsalon.com/,stylebydesign888@yahoo.com,https://www.facebook.com/stylebydesign,Facebook,,38,Hair salon,23185,23185,"Williamsburg, VA",hair salons 23185
Beautiful Nails Spa,"109 Marketplace Dr, Hampton, VA 23666, United States",+1 757-833-4004,https://www.google.com/maps/search/?api=1&query=Beautiful%20Nails%20Spa&query_place_id=ChIJq5XznrmDuokRuDP-rkqoU4Q,duystewart@yahoo.com,https://www.facebook.com/beautifulnailsspa4004/,Facebook,,299,Nail salon,23666,23661,"Hampton, VA",salons 23661
You're Someone Special,"1814 Todds Ln # F, Hampton, VA 23666, United States",+1 757-826-0272,https://www.google.com/maps/search/?api=1&query=You're%20Someone%20Special&query_place_id=ChIJ1bZFIiGDuokRZ9VKX0kXo24,,https://www.facebook.com/pages/Youre-Someone-Special/218838324796262,Not Found,,34,Beauty salon,23666,23661,"Hampton, VA",salons 23661
The Glamurai Experience LLC.,"1635 W Pembroke Ave, Hampton, VA 23661, United States",,https://theglamuraiexperience.as.me/,briasianoir@gmail.com,https://www.facebook.com/BriAsiaNoir/,Facebook,,,Hairdresser,23661,23661,"Hampton, VA",salons 23661
Tyzalon,"9612 Warwick Blvd, Newport News, VA 23601",(757) 599-4225,https://www.google.com/maps/search/?api=1&query=Tyzalon&query_place_id=ChIJSZE3vlWduokReiqddb04YGI,,https://www.facebook.com/Tyzalon/,Not Found,,9,Beauty salon,23601,23601,"Newport News, VA",salons 23601
Lockworks,"10345 Warwick Blvd, Newport News, VA 23601",(757) 369-4697,https://www.google.com/maps/search/?api=1&query=Lockworks&query_place_id=ChIJZ_Ctam54sIkRaEWH3aCmKuU,,https://www.facebook.com/BranfordSeven/posts/lockworks-tavern-this-is-the-best-bacon-i-have-ever-eaten-incredibly-impressed-w/1034183382042032/,Not Found,,8,Hair salon,23601,23601,"Newport News, VA",salons 23601
Back To Africa Hair Salon,"11745 Jefferson Ave Unit 3, Newport News, VA 23606",(757) 223-9521,https://www.google.com/maps/search/?api=1&query=Back%20To%20Africa%20Hair%20Salon&query_place_id=ChIJ9Y-Sn8V5sIkRByw02cQfSjw,,,Not Found,,64,Hair salon,23606,23601,"Newport News, VA",salons 23601
Hair Therapy,"27 W Mercury Blvd, Hampton, VA 23669, United States",+1 757-602-6473,http://hair-therapy-hampton.jany.io/,hairtherapyhampton@yahoo.com,https://www.facebook.com/p/Hair-Therapy-100083275371715/,Facebook,,24,Hair salon,23669,23661,"Hampton, VA",salons 23661
The Suite Spot II,"3324 W Mercury Blvd, Hampton, VA 23666, United States",+1 757-329-0765,http://www.thesuitespotva.com/,,,Not Found,,2,Beauty salon,23666,23661,"Hampton, VA",salons 23661
Briller Nails Lounge,"1102 W Mercury Blvd, Hampton, VA 23666, United States",+1 757-838-9051,https://www.google.com/maps/search/?api=1&query=Briller%20Nails%20Lounge&query_place_id=ChIJj6YkKvuDuokRt1VDzx1moTc,brillernailslounge@gmail.com,https://www.facebook.com/brillernailslounge,Facebook,,382,Nail salon,23666,23661,"Hampton, VA",salons 23661
Sundays Sun Spa & Wellness,"121 Coliseum Xing Suite 60, Hampton, VA 23666, United States",+1 757-340-4500,https://www.sundaysbluebox.com/,,https://www.facebook.com/virginiabeachtanning,Not Found,,204,Beauty salon,23666,23661,"Hampton, VA",salons 23661
MK Beauty Supply and Salon,"318 Oyster Point Rd, Newport News, VA 23602",(757) 435-6454,https://booking.mangomint.com/sagebeautylounge,mkbeautysupply87@gmail.com,https://www.facebook.com/mkbeautysupplystore/?locale=be_BY,Facebook,,35,Hair salon,23602,23602,"Newport News, VA",salons 23602
Tay Beauty Bar,"605 Newmarket Dr N #14, Newport News, VA 23605",(757) 782-2299,https://mapsyo.xyz/business/tay-beauty-bar-F9veyQ9Q,holmes.octavia@gmail.com,https://www.facebook.com/p/TAYBeautyBar-100047322954545/,Facebook,,18,Beauty salon,23605,23601,"Newport News, VA",salons 23601
LUXE Unlimited Salon and Spa,"50 Wellesley Dr suite 1001, Newport News, VA 23606",(757) 930-1075,http://luxeunlimitedsalon.com/,info@luxeunlimited.net,https://www.facebook.com/p/LUXE-Unlimited-Salon-and-Spa-61570137532093/,Facebook,,,Beauty salon,23606,23601,"Newport News, VA",salons 23601
X'Sensual Beauty,"1114 Big Bethel Rd #102, Hampton, VA 23666, United States",+1 757-238-1459,https://www.xsensualbeauty.com/,sensualnailsandspa@gmail.com,https://www.facebook.com/SenDaySpa/,Facebook,,177,Spa,23666,23661,"Hampton, VA",salons 23661
"Beaú ibrowz Threading ,Waxing & Permanent MakeUp (PMU)","Phenix Salon, 1431 Merchant Ln #107, Hampton, VA 23666, United States",+1 757-512-4936,http://www.beauibrowz.com/,beauibrowz@gmail.com,https://www.facebook.com/beauibrows/,Facebook,,116,Beauty salon,23666,23661,"Hampton, VA",salons 23661
S&J Hair and Nail Salon,"3016 W Mercury Blvd, Hampton, VA 23666, United States",+1 757-527-2589,https://www.sandjsalon.technology/,Sandjhairandnails@gmail.com,,Google Maps,,4,Beauty salon,23666,23661,"Hampton, VA",salons 23661
Perfect Touch Brows,"Next to JCPenney in Patrick Henry Mall, 12300 Jefferson Ave #601, Newport News, VA 23602",(757) 933-7477,http://www.perfecttouchbrows.com/,Customercare@PerfectTouchBrows.com,,Google Maps,,167,Eyebrow bar,23602,23602,"Newport News, VA",salons 23602
d. alan's ColorSplash,"696 Town Center Dr, Newport News, VA 23606",(757) 595-5421,https://mapsyo.xyz/business/d-alan-s-colorsplash-lHl3Opto,,,Not Found,,,Beauty salon,23606,23601,"Newport News, VA",salons 23601
The Total Experience Hair Salon,"980 J Clyde Morris Blvd #118, Newport News, VA 23601",(757) 289-0061,https://www.facebook.com/sherris.williams?mibextid=LQQJ4d,terrasimobiliariapi@gmail.com,https://www.facebook.com/terrasimobiliaria,Facebook,,,Hair salon,23601,23601,"Newport News, VA",salons 23601
"Mane Life Salon, Inc.","208 Arthur Way, Newport News, VA 23606",(757) 813-4969,http://www.manelifesalon.com/,manelifesalon@gmail.com,https://www.facebook.com/manelifesaloninc,Facebook,,,Hair salon,23606,23601,"Newport News, VA",salons 23601
Ivy Glam Spa & Wellness,"3420 Von Schilling Dr, Hampton, VA 23666, United States",+1 757-243-8666,https://ivyglam.com/,,https://www.facebook.com/ColiseumCentral/posts/-exciting-news-coliseum-centralwere-thrilled-to-announce-the-grand-opening-of-iv/1277889450533009/,Not Found,,406,Day spa,23666,23661,"Hampton, VA",salons 23661
Visionz Salon & Spa,"704 Thimble Shoals Blvd #102, Newport News, VA 23606",(757) 327-0403,https://listindexusa.org/details/visionz-salon-spa-ChIJgeH,visionzsalonandspa@gmail.com,https://m.facebook.com/VisionzSalon/mentions/,Facebook,,28,Beauty salon,23606,23601,"Newport News, VA",salons 23601
"Lioness Reign, LLC","701 Mariners Row Suite 102, Newport News, VA 23606",(757) 330-0570,http://stylesbytabitha.square.site/,lionessreignllc@gmail.com,https://www.facebook.com/stylesbytabitha2/,Facebook,,,Hair salon,23606,23601,"Newport News, VA",salons 23601
Hair by Staybae,"9505 Warwick Blvd, Newport News, VA 23601",(267) 997-5046,https://www.styleseat.com/m/v/staceygarcia,,,Not Found,,19,Beauty salon,23601,23601,"Newport News, VA",salons 23601
Hair Cuttery,"12080 Jefferson Ave #925, Newport News, VA 23606",(757) 881-9800,https://locations.haircuttery.com/va/newport-news/12080-jefferson-avenue-suite-925?y_source=1_MzQ4MjQ1OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,guestcare@haircuttery.com,http://www.facebook.com/haircuttery,Facebook,,,Hair salon,23606,23601,"Newport News, VA",salons 23601
Exquisite Designs The Salon LLC,,(757) 508-3300,https://www.vagaro.com/exquisitedesignsthesalon,support@vagaro.com,https://www.facebook.com/vagaropro,Facebook,,44,Hair salon,,23601,"Newport News, VA",salons 23601
Newport News Hair Extensions,"420 Logan Pl, Newport News, VA 23601",(757) 933-0025,http://www.instagram.com/siskee20apple21,,https://www.facebook.com/groups/222874641729448/posts/1711402132876684/,Not Found,,,Hair salon,23601,23601,"Newport News, VA",salons 23601
Groove & Honey Salon,"10219A Warwick Blvd, Newport News, VA 23601",,https://grooveandhoneybh.glossgenius.com/,,,Not Found,,2,Beauty salon,23601,23601,"Newport News, VA",salons 23601
Advance HTI & RicaSha Salon,"Kiln Creek Shopping Center, 400 Commerce Cir STE H, Yorktown, VA 23693",(757) 596-2484,https://www.google.com/maps/search/?api=1&query=Advance%20HTI%20%26%20RicaSha%20Salon&query_place_id=ChIJbXXYeah4sIkRq4tNGgobcI8,advancehti@gmail.com,https://www.facebook.com/AdvanceHTI/,Facebook,,20,Beauty salon,23693,23693,"Yorktown, VA",salons 23693
SALONTOURAGE,"740 Thimble Shoals Blvd # C, Newport News, VA 23606",(757) 749-3971,https://www.google.com/maps/search/?api=1&query=SALONTOURAGE&query_place_id=ChIJa-S5a4V4sIkRgVKwtexNJEQ,,https://www.facebook.com/Salontourage/,Not Found,,44,Beauty salon,23606,23601,"Newport News, VA",salons 23601
TopNotch Beauty Studio,"710 Thimble Shoals Blvd # B, Newport News, VA 23606",(757) 218-4382,https://topnotchbeautyessentials.glossgenius.com/?fbclid=PAZXh0bgNhZW0BMQABpjIovX2Vuanb6q7z3kFmkU4c5ydzmExaJsbTjO7nLYqO17noE-nSs9RUTA_aem_pdYWf6Oo92r5PuZ2Nu558Q,,,Not Found,,,Beauty salon,23606,23601,"Newport News, VA",salons 23601
Braids by Jewel,"97 Main St #102, Newport News, VA 23601",(757) 245-3659,http://www.braidsbyjewel.com/,hamptonbraids@gmail.com,https://facebook.com/Braids,Facebook,,23,Beauty salon,23601,23601,"Newport News, VA",salons 23601
Nail & Spa Pizazz,"2400 Cunningham Dr #500, Hampton, VA 23666, United States",+1 757-262-0026,https://nailspapizazz.com/,,,Not Found,,613,Nail salon,23666,23661,"Hampton, VA",salons 23661
MirrorBall Full Service Salon,"701 Mariners Row Suite 102, Newport News, VA 23606",(757) 325-7535,https://mirrorballsalon.square.site/,pinklotus8206@gmail.com,https://www.facebook.com/pinkshearz757/,Facebook,,13,Hair salon,23606,23601,"Newport News, VA",salons 23601
Amarylisse Beauty Studio,"4034 George Washington Memorial Hwy, Yorktown, VA 23692",(757) 866-5559,https://amarylissebeautystudio.as.me/,nailsbyamarylisse@gmail.com,https://www.facebook.com/nailsbyamarylisse/,Facebook,,37,Nail salon,23692,23692,"Yorktown, VA",salons 23692
Powell & Co Salon,"4102 George Washington Memorial Hwy #201, Yorktown, VA 23692",(757) 943-4633,https://www.google.com/maps/search/?api=1&query=Powell%20%26%20Co%20Salon&query_place_id=ChIJ_WEAN1V_sIkRQOMTEp1xnSo,powellandcosalon@gmail.com,https://www.facebook.com/powellandcosalon/,Facebook,,1,Hair salon,23692,23692,"Yorktown, VA",salons 23692
Elevationz Hair Studio,"1431 Merchant Ln Suite 152, Hampton, VA 23666",(757) 232-0721,http://elevationzhairstudio.booksy.com/,marketingbiz.pl@booksy.com,https://www.facebook.com/booksypolska/,Facebook,,13,Hair salon,23666,23661,"Hampton, VA",hair salons 23661
SIGNATURE TIPS & TOES,"6420 George Washington Memorial Hwy SUITE G, Yorktown, VA 23692",(757) 503-0493,https://www.google.com/maps/search/?api=1&query=SIGNATURE%20TIPS%20%26%20TOES&query_place_id=ChIJ_cjdgnV_sIkRTlrQiI7BJWs,,,Not Found,,3,Nail salon,23692,23692,"Yorktown, VA",salons 23692
Whitley's Hair Studio LLC,"3356 Ironbound Rd, Williamsburg, VA 23188",(757) 509-1803,https://www.google.com/maps/search/?api=1&query=Whitley's%20Hair%20Studio%20LLC&query_place_id=ChIJoxE8iEKKsIkRQSVZ71qwxZc,,https://www.facebook.com/p/Whitleys-Hair-Studio-LLC-100054612752100/,Not Found,,12,Hair salon,23188,23188,"Williamsburg, VA",salons 23188
Southern Roots Hair Studio,"5140 Main St Suite 12, Williamsburg, VA 23188",(804) 525-0571,https://www.google.com/maps/search/?api=1&query=Southern%20Roots%20Hair%20Studio&query_place_id=ChIJoYSnJUuLsIkRqloKgdXT5XQ,,https://www.facebook.com/p/Southern-Roots-Hair-Studio-100083558854888/,Not Found,,7,Beauty salon,23188,23188,"Williamsburg, VA",salons 23188
Evolve Lifted LLC Beauty Studio,"5140 Main St STE 7, Williamsburg, VA 23188",(757) 344-8958,https://www.google.com/maps/search/?api=1&query=Evolve%20Lifted%20LLC%20Beauty%20Studio&query_place_id=ChIJUSM-kGeLsIkRoSJW1bA9kHI,,,Not Found,,15,Beauty salon,23188,23188,"Williamsburg, VA",salons 23188
Shear Genius Salon,"4438 John Tyler Hwy, Williamsburg, VA 23185",(757) 220-5722,https://www.facebook.com/ShearGeniusSalonWmsbgVA?mibextid=LQQJ4d,terrasimobiliariapi@gmail.com,https://www.facebook.com/terrasimobiliaria,Facebook,,29,Beauty salon,23185,23188,"Williamsburg, VA",salons 23188
Ciao Bello Salon for Men and Boys,"Green Leaf Unit 106B, 4345 New Town Ave, Williamsburg, VA 23188",(757) 345-3445,https://sites.google.com/site/ciaobellosalon/about-us,ciaobello4345@gmail.com,https://www.facebook.com/ciaobello3445/,Facebook,,47,Hair salon,23188,23188,"Williamsburg, VA",salons 23188
Ray of Sunshine Hair Studio (Formerly Salon Allure),"4805 Courthouse St suite 203, Williamsburg, VA 23188",,https://www.facebook.com/Salon-Allure-269636203199643/,terrasimobiliariapi@gmail.com,https://www.facebook.com/terrasimobiliaria,Facebook,,25,Hair salon,23188,23188,"Williamsburg, VA",salons 23188
Silk Salon,"5540 Foundation St, Williamsburg, VA 23188",(757) 345-2905,http://mysilksalon.com/,silksalon@vacoxmail.com,,Google Maps,,27,Hair salon,23188,23188,"Williamsburg, VA",salons 23188
Grafton Nails,"6500 George Washington Memorial Hwy G, Yorktown, VA 23692",(757) 890-0698,https://graftonnailsyorktown.com/,,https://www.facebook.com/GraftonNailsSpa,Not Found,,499,Nail salon,23692,23692,"Yorktown, VA",salons 23692
Amy Nails,"5601 Richmond Rd suite 6, Williamsburg, VA 23188",(757) 565-6245,https://m.facebook.com/pages/category/Nail-Salon/Amy-Nails-185179841572677/,lammysanh@gmail.com,https://www.facebook.com/p/Amy-Nails-100063754650202/,Facebook,,312,Nail salon,23188,23188,"Williamsburg, VA",salons 23188
Ulta Beauty,"12080 Jefferson Ave #600, Newport News, VA 23606",(757) 249-4139,https://www.ulta.com/stores/newport-news-va-1086,,https://www.facebook.com/people/Ulta-Beauty/100064701095183/,Not Found,,830,Beauty salon,23606,23605,"Newport News, VA",beauty salons 23605
TopNotch Beauty Studio,"710 Thimble Shoals Blvd # B, Newport News, VA 23606",(757) 218-4382,https://topnotchbeautyessentials.glossgenius.com/?fbclid=PAZXh0bgNhZW0BMQABpjIovX2Vuanb6q7z3kFmkU4c5ydzmExaJsbTjO7nLYqO17noE-nSs9RUTA_aem_pdYWf6Oo92r5PuZ2Nu558Q,,,Not Found,,43,Beauty salon,23606,23605,"Newport News, VA",beauty salons 23605
Honey B Studio,"10219 Warwick Blvd Unit A, Newport News, VA 23601",(757) 756-9033,https://www.google.com/maps/search/?api=1&query=Honey%20B%20Studio&query_place_id=ChIJoy-wvFN5sIkRSqJh8eeKa7A,,https://www.facebook.com/honeybstudio1500/,Not Found,,14,Beauty salon,23601,23605,"Newport News, VA",beauty salons 23605
CM Beauty Studio's LLC,"11000 Jefferson Ave suite A, Newport News, VA 23601",(757) 951-7290,https://www.styleseat.com/didymorgan2,,,Not Found,,11,Beauty salon,23601,23605,"Newport News, VA",beauty salons 23605
Beauty Rush Spa,"5121 Center St, Williamsburg, VA 23188",(757) 220-2099,http://beautyrushspa.com/,luckylotusllc@yahoo.com,https://www.facebook.com/beautyrushspa,Facebook,,72,Beauty salon,23188,23188,"Williamsburg, VA",salons 23188
International House of Beauty,"10361 Warwick Blvd, Newport News, VA 23601",(757) 595-1422,https://www.google.com/maps/search/?api=1&query=International%20House%20of%20Beauty&query_place_id=ChIJy6pOfQF4sIkRKxRGZnYYBOs,,https://www.facebook.com/groups/242673972433626/posts/244094918958198/,Not Found,,1,Beauty salon,23601,23605,"Newport News, VA",beauty salons 23605
Styles From Heaven Salon,"2577 Chestnut Ave, Newport News, VA 23607",,https://www.google.com/maps/search/?api=1&query=Styles%20From%20Heaven%20Salon&query_place_id=ChIJSxGBS_ycuokRQcPEzZedOLI,,https://www.facebook.com/dawn.taylor.797578,Not Found,,1,Beauty salon,23607,23605,"Newport News, VA",beauty salons 23605
Eyelure Beauty Lounge,"9704 Warwick Blvd, Newport News, VA 23601",(757) 310-6714,https://www.google.com/maps/search/?api=1&query=Eyelure%20Beauty%20Lounge&query_place_id=ChIJvRR5oVWduokRm-BsBq7SKyc,,https://www.facebook.com/eyelurebeautylounge/,Not Found,,19,Beauty salon,23601,23605,"Newport News, VA",beauty salons 23605
Professional Braids,"5840 Jefferson Ave, Newport News, VA 23605",(757) 244-4016,https://www.google.com/maps/search/?api=1&query=Professional%20Braids&query_place_id=ChIJX7m5rEWduokRZTxeCSSyCZg,prochildcare07@yahoo.com,https://www.facebook.com/professionalbraids/,Facebook,,61,Beauty salon,23605,23605,"Newport News, VA",beauty salons 23605
Cubans Corner Spa,"3113 A, 3113 Chestnut Ave, Newport News, VA 23607",(904) 604-0891,https://cubanscorner.as.me/schedule.php,,,Not Found,,34,Waxing hair removal service,23607,23605,"Newport News, VA",beauty salons 23605
Level’d Up Hair Studio,"5004 Jefferson Ave, Newport News, VA 23605",(757) 702-0722,https://www.google.com/maps/search/?api=1&query=Level%E2%80%99d%20Up%20Hair%20Studio&query_place_id=ChIJj7rGRDWduokR4pJFlwux5oE,,,Not Found,,3,Beauty salon,23605,23605,"Newport News, VA",beauty salons 23605
i.brow bar+,"6022 Jefferson Ave Suite 102, Newport News, VA 23605",(757) 650-5323,http://www.vagaro.com/ibrowbar,support@vagaro.com,https://www.facebook.com/vagaropro,Facebook,,18,Eyebrow bar,23605,23605,"Newport News, VA",beauty salons 23605
Unique Hair Creations,,(757) 722-3222,https://www.google.com/maps/search/?api=1&query=Unique%20Hair%20Creations&query_place_id=ChIJFxsCv46EuokR4nSReuF-axU,1uniqueldy@gmail.com,https://www.facebook.com/uniquehaircreationsllc/,Facebook,,15,Beauty salon,,23605,"Newport News, VA",beauty salons 23605
Cayenne Beauty Bar,"688 J Clyde Morris Blvd, Newport News, VA 23601",(757) 595-0020,http://cayennemedspa.com/,Info@cayennebeauty.com,facebook.com/ThemeRexStudio/,Facebook,,104,Beauty salon,23601,23601,"Newport News, VA",salons 23601
Ricch Bundlez LLC,"7900 Marshall Ave Suite #2, Newport News, VA 23605",(757) 665-8996,https://ricchbundlez.as.me/,,,Not Found,,1,Beauty salon,23605,23605,"Newport News, VA",beauty salons 23605
Pixie Nail Bar,"25 Towne Centre Wy, Hampton, VA 23666, United States",+1 757-262-1553,http://pixienailbar.com/,pixienailbar.va@gmail.com,https://www.facebook.com/pixienailbarhampton/,Facebook,,905,Nail salon,23666,23661,"Hampton, VA",salons 23661
Hair Galleria,"23 Newmarket Square, Newport News, VA 23605",(757) 782-2752,https://www.instagram.com/hairgalleria_757?igsh=aGczenVtdDN3Y2pw,,https://www.facebook.com/p/Hair-Galleria-757-100088472241183/,Not Found,,183,Beauty supply store,23605,23605,"Newport News, VA",beauty salons 23605
